celltype.l1,celltype.l2,UMAP1,UMAP2
T cell,CD4 Memory,-3.851435517,5.754705146
T cell,CD4 Memory,-3.906212662,6.299082473
B cell,Memory B,1.906150486,-8.794186398
Mono/DC,CD14 Mono,7.027766372,2.553107456
B cell,Memory B,1.836693193,-11.5109518
T cell,CD8 Memory_2,-2.511144017,-2.576822325
B cell,Memory B,3.465710069,-12.41070823
T cell,MAIT,-4.516537045,-0.801492885
T cell,CD8 Naive,-7.94911847,-3.797878787
T cell,CD4 Naive,5.961413051,-5.56280975
T cell,CD8 Effector_1,-2.64113221,-3.626825377
B cell,Memory B,1.615638043,-11.91863327
T cell,CD4 Naive,-8.086875294,6.763750747
T cell,CD4 Memory,-2.250104283,6.309711173
Progenitor cells,Prog_RBC,-4.446501587,7.215625957
T cell,CD8 Naive,-8.007102345,-5.700276181
Mono/DC,CD14 Mono,8.236929561,4.915411189
T cell,CD4 Naive,-7.991649006,7.00248833
T cell,CD4 Naive,5.684948112,-5.607683942
Progenitor cells,Prog_DC,6.722367908,-0.195755675
T cell,CD4 Naive,-8.30071101,4.393109515
Mono/DC,CD14 Mono,5.050345565,0.800262645
Progenitor cells,LMPP,5.067198898,-0.425317429
Progenitor cells,Prog_RBC,6.093627121,-5.100021645
T cell,CD8 Naive,-6.238953923,-3.529058263
T cell,CD4 Memory,-1.859404538,6.8169076
T cell,CD4 Memory,-5.228358124,6.559307292
Mono/DC,CD14 Mono,6.70714822,2.01196523
Progenitor cells,Prog_DC,6.682851459,0.076211706
Progenitor cells,HSC,6.289067413,-2.497416064
Mono/DC,CD14 Mono,5.903892185,2.659749225
T cell,CD8 Naive,-7.889672135,-5.586064145
Mono/DC,CD14 Mono,6.650781776,4.089868739
Mono/DC,CD14 Mono,7.320060398,5.748052791
Mono/DC,CD14 Mono,5.395433094,4.405083373
Mono/DC,CD14 Mono,8.207283641,6.25969334
T cell,CD8 Naive,-5.076763008,-4.288644597
Mono/DC,CD14 Mono,6.578114654,4.615168288
T cell,CD4 Memory,-3.575955962,7.347933486
T cell,CD4 Naive,-7.985339497,6.18345137
B cell,Naive B,3.641380932,-11.11125259
Mono/DC,CD14 Mono,7.047571804,5.464317516
Mono/DC,CD14 Mono,7.814655925,5.287992671
T cell,CD8 Naive,-7.660102223,-5.459963128
Mono/DC,CD14 Mono,7.022812034,3.692757324
T cell,CD4 Naive,-7.831582878,6.765216544
T cell,CD4 Naive,-6.908119057,6.005597308
T cell,CD4 Memory,-3.062307928,6.487357333
T cell,Treg,-4.994146679,6.302006439
T cell,CD4 Memory,-2.325931643,6.244222358
Progenitor cells,GMP,6.424074794,2.104283288
T cell,CD8 Effector_2,-3.902766798,-3.485915944
Progenitor cells,HSC,6.687801029,-2.299871847
Mono/DC,CD14 Mono,8.486008312,4.802301124
T cell,CD4 Memory,-3.930420254,7.262756542
T cell,CD8 Memory_1,-5.154497479,-2.87936835
T cell,MAIT,-4.443671559,-0.419161327
T cell,CD8 Naive,-4.215421055,-4.983359143
T cell,CD8 Naive,-7.438451622,-3.882046267
Progenitor cells,Prog_RBC,6.197339679,-5.314431473
T cell,CD4 Memory,-3.132104491,7.05628176
Mono/DC,CD14 Mono,5.034445907,0.747804478
NK,NK,1.355622913,-5.376982972
T cell,CD4 Naive,-4.514817093,2.999706224
B cell,Naive B,2.004481103,-8.895339772
T cell,CD4 Memory,-3.825589035,6.33200188
T cell,CD4 Naive,-7.241461132,5.980070308
B cell,Memory B,2.283510114,-10.3209608
Mono/DC,CD14 Mono,7.29937091,4.58301802
Mono/DC,CD14 Mono,5.017396118,0.762785033
T cell,CD4 Memory,-3.716007803,3.61373587
Progenitor cells,GMP,7.459663536,1.224893525
Mono/DC,CD16 Mono,8.715361263,1.445566371
Progenitor cells,Prog_RBC,6.490415241,-4.133919999
Mono/DC,CD14 Mono,8.365916874,5.777112678
T cell,CD4 Memory,-3.423571919,5.020169929
T cell,CD4 Memory,-4.054132317,6.523095802
Mono/DC,CD14 Mono,7.547017242,6.902585223
Mono/DC,CD14 Mono,6.921726848,6.093529895
Mono/DC,CD14 Mono,6.251364376,5.349753574
T cell,CD8 Naive,-5.844381665,-5.069514558
T cell,CD4 Naive,-6.614017342,6.503161624
T cell,CD4 Naive,-9.40009055,5.876890853
Mono/DC,CD14 Mono,7.591365005,6.605910972
Mono/DC,CD14 Mono,6.165593769,5.577003673
T cell,CD4 Memory,-3.260100935,6.464020446
Progenitor cells,Prog_RBC,6.804541256,-3.553621098
T cell,CD4 Naive,-8.788756703,5.523672775
T cell,CD4 Naive,-8.116506909,5.866504863
Mono/DC,cDC2,5.979117538,2.725536779
Mono/DC,CD14 Mono,6.753764774,5.490551666
Mono/DC,CD14 Mono,6.624824669,4.331739143
Progenitor cells,GMP,7.524079944,2.456540063
T cell,Treg,-7.197748516,7.348382667
Mono/DC,CD14 Mono,6.330941345,2.812380746
Mono/DC,CD14 Mono,6.527108337,2.625252679
NK,NK,1.129549886,-5.167050645
NK,NK,1.144987966,-3.418103739
T cell,CD4 Naive,-8.48445258,4.871493533
T cell,CD4 Naive,-8.85612521,5.857361034
Progenitor cells,GMP,6.62043872,0.943283036
Mono/DC,pDC,6.90966716,0.369546905
Progenitor cells,GMP,7.323461677,3.3578908
Mono/DC,CD14 Mono,6.34941497,2.662038997
T cell,CD8 Naive,-7.650229309,-5.037019059
T cell,gdT,-3.750676964,-0.202292114
T cell,CD8 Naive,-1.518523548,-0.938759491
Mono/DC,CD14 Mono,6.445995475,5.633876041
T cell,CD4 Naive,-8.214935635,4.743388847
B cell,Memory B,0.803878571,-9.725906178
Progenitor cells,GMP,7.244496013,1.767778114
Mono/DC,CD16 Mono,7.905003692,2.309232906
B cell,Memory B,1.656118061,-11.48912792
T cell,CD8 Naive,-6.018650864,-4.30249314
T cell,CD4 Memory,-3.021745299,4.827755168
B cell,Naive B,3.733331825,-11.80069427
Progenitor cells,Prog_DC,6.690320636,1.478279904
Progenitor cells,Prog_RBC,6.144371177,-4.943315789
T cell,CD4 Naive,-8.768133496,5.497255519
Progenitor cells,HSC,6.351693775,-3.230919883
T cell,CD8 Naive,-6.737785672,-5.254110142
Mono/DC,cDC2,5.054657604,4.404751495
B cell,Memory B,2.324496891,-10.48539905
Mono/DC,CD14 Mono,6.844463493,5.258145526
Mono/DC,CD14 Mono,6.432881977,5.920840934
T cell,CD4 Memory,-3.677436446,3.876748279
T cell,CD4 Naive,-7.93560252,6.0651104
T cell,CD4 Memory,-6.413062428,6.557756141
T cell,CD4 Memory,-2.626265858,5.748529151
T cell,CD8 Memory_2,-4.41542754,-2.159789726
Progenitor cells,Prog_RBC,6.363821174,-4.392122075
Mono/DC,CD14 Mono,8.93935075,5.249276832
T cell,CD4 Naive,-6.503244732,6.085881427
T cell,CD4 Memory,-4.23518977,7.196342185
Mono/DC,CD14 Mono,7.147489216,3.767727092
B cell,Memory B,1.408331539,-11.0110548
Mono/DC,CD14 Mono,7.542891647,5.698062137
T cell,MAIT,-3.829487656,-0.684887513
Mono/DC,cDC2,6.656446602,2.242125467
T cell,CD8 Naive,-7.109881733,-6.484861657
NK,NK,1.436792518,-5.503817364
Progenitor cells,LMPP,6.484204437,-3.910343692
T cell,CD4 Naive,-7.390398835,4.843027309
B cell,Memory B,2.718940879,-10.94288044
T cell,CD4 Naive,-7.554481839,6.168591216
Mono/DC,CD14 Mono,4.946786071,5.643566325
B cell,Naive B,2.457660104,-11.433111
Mono/DC,CD14 Mono,8.37510934,4.994387344
B cell,Naive B,3.030499603,-11.75203399
Progenitor cells,Prog_RBC,2.866719629,-0.467193708
T cell,CD4 Naive,-4.311597203,3.391608432
Mono/DC,CD14 Mono,8.344391491,5.840062335
Progenitor cells,Prog_RBC,6.471648361,-4.477674767
T cell,CD4 Memory,-3.241393898,3.714761928
Mono/DC,CD14 Mono,7.379793312,4.349655345
T cell,CD8 Memory_1,-5.111071919,-3.423351809
T cell,CD4 Naive,-7.200684403,6.479709342
Progenitor cells,Prog_RBC,5.853903438,-5.58105354
Mono/DC,CD14 Mono,6.41091695,3.468563989
T cell,CD8 Naive,-6.075615261,-4.829202935
Mono/DC,cDC2,4.098587658,1.375357345
Progenitor cells,Prog_RBC,5.640034343,-5.643112466
NK,NK,1.582243826,-4.927939221
Progenitor cells,GMP,7.474177505,3.637930826
Mono/DC,CD14 Mono,7.126968528,4.904171661
T cell,CD4 Naive,-8.560945843,5.556272701
T cell,CD4 Memory,-4.074601506,6.667410091
T cell,CD4 Naive,-8.113633488,6.269192413
Mono/DC,CD14 Mono,6.634497787,4.011789516
Mono/DC,CD14 Mono,7.368291523,3.105209544
Mono/DC,pDC,6.835482265,0.833646611
T cell,CD4 Naive,-6.274288033,4.98558636
NK,CD56 bright NK,2.606533672,-5.390858933
Progenitor cells,GMP,4.763443138,4.335816577
T cell,CD4 Memory,-2.460395192,6.985380843
Mono/DC,CD14 Mono,6.23218074,4.492669776
NK,NK,1.927531745,-5.830207154
Mono/DC,CD14 Mono,8.709196712,-0.308443568
T cell,CD4 Naive,-8.145523403,6.916509345
B cell,Memory B,2.385164405,-10.5053976
T cell,CD8 Memory_1,-5.514257763,-3.828297421
NK,NK,1.3815228,-5.111881062
T cell,Treg,2.055904771,3.385591939
T cell,CD8 Naive,-7.048002098,-6.075286671
Progenitor cells,LMPP,6.331586982,-1.251748428
Progenitor cells,Prog_RBC,3.751372244,-0.14515762
Progenitor cells,Prog_RBC,-2.965344046,-3.798226163
Mono/DC,CD14 Mono,5.882928039,4.71027489
T cell,CD4 Naive,-4.314924572,3.162031129
T cell,CD4 Naive,-6.918966149,5.784776405
T cell,CD8 Naive,-1.450018142,-1.071411773
Progenitor cells,HSC,6.407862331,-2.198027178
T cell,CD8 Naive,-7.055480812,5.54501839
Mono/DC,CD14 Mono,6.640569355,5.306860164
T cell,CD4 Memory,-4.879436348,6.155031398
B cell,Memory B,1.199133064,-11.91351871
T cell,CD8 Naive,-4.429420327,-4.938131615
Mono/DC,pDC,7.46447673,0.585695878
Mono/DC,CD14 Mono,9.055415775,5.495069698
Mono/DC,CD14 Mono,6.490725662,2.770003989
T cell,CD4 Memory,-3.79564247,6.470246986
T cell,CD8 Memory_1,-4.705449913,-2.515111014
B cell,Naive B,3.240773107,-11.79348545
Mono/DC,CD14 Mono,8.46394601,4.09827824
T cell,CD4 Naive,-6.941875313,5.082519248
B cell,Memory B,0.618195261,-10.67820816
T cell,CD8 Naive,-6.690168713,-4.337165877
Mono/DC,CD14 Mono,6.608903076,5.540035442
T cell,CD4 Naive,-6.645164345,4.602165416
NK,NK,1.331769611,-4.594906613
T cell,CD4 Naive,-7.335073803,4.097840026
T cell,CD4 Naive,-8.490098332,5.687350467
Mono/DC,CD14 Mono,6.994103099,2.779627755
Progenitor cells,GMP,7.674573089,3.251917079
T cell,CD4 Naive,-8.839355801,5.577447131
Mono/DC,pDC,6.771790649,-0.107553378
T cell,CD8 Naive,-4.118809555,-4.804082677
T cell,CD8 Naive,-4.114663933,-5.086424157
Mono/DC,CD14 Mono,6.975328113,4.607132629
T cell,CD4 Memory,-1.903424953,7.171195224
Mono/DC,CD14 Mono,7.054476406,4.072974876
T cell,gdT,-3.831448649,-2.49335961
T cell,CD4 Naive,-7.454269265,6.409642413
Mono/DC,CD14 Mono,4.046346571,1.412687972
T cell,CD4 Memory,-6.37445483,1.750019983
B cell,Naive B,3.957343485,-11.10963611
Progenitor cells,GMP,8.058539058,3.884310439
T cell,CD4 Memory,-6.434927796,1.728944972
T cell,CD4 Memory,-2.203979586,6.65483971
T cell,CD8 Memory_2,-2.419218157,-1.427799389
T cell,CD4 Memory,-1.750893448,6.540371135
T cell,CD8 Naive,-6.883659695,-3.596219346
B cell,Naive B,2.855120804,-10.37309055
B cell,Naive B,3.380365039,-11.68835144
Progenitor cells,GMP,6.886508133,1.263009742
Mono/DC,CD14 Mono,9.114679958,5.16785641
B cell,Memory B,3.963604118,-12.87155513
Mono/DC,CD14 Mono,8.922476436,4.104471877
Mono/DC,CD14 Mono,5.93051448,2.025364831
B cell,Naive B,4.146512653,-11.41261654
B cell,Naive B,2.891586925,-10.56624489
Mono/DC,CD14 Mono,6.087514545,2.783810809
Mono/DC,CD14 Mono,5.105791237,4.023143485
Mono/DC,CD14 Mono,6.167754795,4.142473892
T cell,CD8 Naive,-6.580007885,6.063186363
B cell,Memory B,1.384831335,-11.30246429
T cell,CD8 Memory_1,-4.742396687,-2.545656487
Progenitor cells,Prog_B 1,2.81968465,-10.01650219
Progenitor cells,Prog_B 1,3.434691335,-9.587092206
B cell,Naive B,3.643856432,-12.08840255
Progenitor cells,Prog_RBC,2.454228784,3.373507694
T cell,CD4 Naive,-7.884769295,7.161085799
Mono/DC,CD14 Mono,6.477277424,4.0954258
T cell,CD4 Naive,-8.290479992,4.72438927
T cell,CD8 Naive,-8.022821759,-4.482096478
T cell,CD8 Effector_1,-2.04357705,-1.853286549
T cell,CD8 Naive,-6.787940358,-4.919866368
T cell,CD8 Effector_1,-3.80016384,-3.68960695
T cell,CD8 Memory_2,-3.088609074,-2.19883661
T cell,CD8 Naive,-5.104766701,-4.317419574
Progenitor cells,HSC,5.802472259,3.092558339
Mono/DC,CD14 Mono,6.822437431,4.101649478
NK,NK,1.076992776,-4.785815999
NK,NK,1.773897673,-4.935727879
Mono/DC,CD14 Mono,8.218132641,6.443909362
Mono/DC,CD14 Mono,5.949445869,5.61228104
T cell,CD4 Naive,-8.63660178,6.220951274
T cell,CD8 Naive,-6.665630673,-6.357693001
Mono/DC,CD14 Mono,6.5047318,2.8835897
T cell,CD4 Naive,-8.211409901,6.85532637
Mono/DC,CD14 Mono,5.40371194,5.707747653
Mono/DC,CD14 Mono,6.213353302,6.000373557
T cell,CD4 Memory,-4.365625714,5.256727889
T cell,CD4 Memory,-4.499529217,6.600763515
Progenitor cells,Prog_B 2,2.340716983,-9.868843838
T cell,CD4 Naive,-6.264570092,5.086015418
Mono/DC,CD14 Mono,4.579215194,5.011184409
Progenitor cells,Prog_DC,6.658462192,0.001096532
Progenitor cells,HSC,6.608951713,-3.507265612
T cell,MAIT,-4.719726895,-0.102783695
T cell,CD8 Memory_2,-2.936172102,-2.45732288
Progenitor cells,GMP,6.48123088,1.347606614
Mono/DC,CD14 Mono,6.623094227,4.736664966
T cell,CD8 Memory_2,-3.155367945,-2.270204469
Progenitor cells,GMP,6.071415092,2.513162092
T cell,CD4 Memory,-1.822410439,6.557256416
Mono/DC,CD14 Mono,5.944070007,3.229350999
Progenitor cells,GMP,8.895389225,4.929715827
T cell,CD8 Naive,-7.428904866,-4.232331559
T cell,CD4 Naive,-7.850408886,6.12033625
Mono/DC,cDC2,6.481447364,1.303985074
T cell,CD4 Memory,-3.254475211,6.70860453
T cell,CD8 Naive,-7.411223267,-4.151052043
T cell,CD8 Naive,-7.106952046,-4.280464217
T cell,CD8 Memory_2,-3.753102396,5.128567889
T cell,CD4 Naive,-8.363205288,5.742157653
T cell,gdT,-3.552318667,-0.199282274
T cell,CD8 Naive,-6.767284726,-3.85348396
Mono/DC,CD14 Mono,7.238587047,4.853136256
Progenitor cells,LMPP,6.612753536,-2.720589921
T cell,CD8 Effector_2,-3.845315789,-3.200702473
T cell,CD8 Naive,-6.45821843,-4.754491135
Progenitor cells,Prog_RBC,5.953548576,-5.058895871
Progenitor cells,Prog_RBC,5.768240596,-5.374737069
Mono/DC,CD14 Mono,4.136717464,1.055047467
Mono/DC,CD14 Mono,2.97126713,3.553679183
B cell,Naive B,0.755905177,-9.513271138
Progenitor cells,HSC,6.801071312,-3.667284533
Mono/DC,CD14 Mono,5.40433469,6.04147549
T cell,CD4 Naive,-6.563933228,6.081499294
T cell,CD4 Memory,-2.252530192,6.666971401
NK,NK,1.748121049,-4.662549779
Mono/DC,CD14 Mono,7.304947044,4.952707485
T cell,CD4 Memory,-3.592407797,7.624432758
T cell,CD4 Memory,-2.16459379,6.29644461
T cell,CD4 Memory,-2.830967997,6.258579448
Progenitor cells,Prog_RBC,6.572759296,-4.186730429
Mono/DC,CD14 Mono,8.23704591,3.999907687
T cell,CD8 Memory_2,-4.887962197,-2.079484865
Mono/DC,cDC2,6.44177642,2.257780746
Mono/DC,cDC2,6.21914735,3.131609395
B cell,Naive B,2.868096019,-10.50618438
T cell,CD4 Naive,-6.238211964,4.996031478
T cell,CD8 Naive,-7.294823502,-3.386071488
Mono/DC,CD14 Mono,7.7459785,5.056313709
T cell,CD4 Naive,-7.476167534,5.266294673
Progenitor cells,Prog_DC,7.12670293,0.441096977
Mono/DC,CD14 Mono,6.402226116,5.03126736
Progenitor cells,Prog_DC,6.855852272,0.121217325
T cell,CD4 Naive,-7.104799603,6.891493991
B cell,Memory B,2.131782438,-12.36532287
T cell,CD8 Effector_1,-5.040491436,-3.937600419
T cell,CD4 Naive,-7.246721123,1.52068241
Mono/DC,CD14 Mono,4.657663967,4.406328872
T cell,CD8 Naive,-7.739302967,-3.837171838
Mono/DC,CD14 Mono,6.441134597,1.780584291
B cell,Memory B,2.624759103,-12.9713686
Mono/DC,CD14 Mono,5.847729351,5.697388366
T cell,CD8 Naive,-1.784937714,-1.333609924
Mono/DC,cDC2,5.193335678,0.46267952
NK,NK,1.44223478,-4.787737176
T cell,CD4 Memory,-3.352952813,5.938909725
Mono/DC,pDC,5.318390991,0.204713538
T cell,CD8 Naive,-6.570379589,-3.622290417
Mono/DC,CD14 Mono,7.794528152,2.960023835
T cell,CD4 Naive,-7.230272625,6.619323447
Mono/DC,CD14 Mono,7.781066562,5.65296717
Progenitor cells,LMPP,6.453572895,-1.849056527
T cell,CD4 Memory,-3.889000748,7.12346001
T cell,CD4 Naive,-6.446212624,5.746508792
T cell,CD8 Naive,-6.284558152,-3.81923227
Mono/DC,CD14 Mono,6.369547035,6.039954379
T cell,CD4 Naive,-7.614825581,5.882611469
T cell,CD4 Naive,-8.578503941,5.0251133
T cell,gdT,-3.226971958,-0.959698245
B cell,Memory B,2.140058901,-12.77169304
Progenitor cells,Prog_B 1,3.471797849,-9.625796124
Mono/DC,CD14 Mono,7.607569839,5.763776019
T cell,CD4 Memory,-2.152365063,6.454917625
Mono/DC,CD14 Mono,8.059304859,5.561823085
T cell,CD8 Memory_2,-2.658333634,-2.51585798
Mono/DC,CD14 Mono,6.481712009,3.273595765
Progenitor cells,GMP,7.807922031,3.470670894
Mono/DC,CD14 Mono,7.278749611,5.867639259
Progenitor cells,Prog_RBC,-3.385570858,4.585376457
T cell,CD4 Memory,-3.592802618,6.144982055
NK,NK,1.75258949,-5.359900758
Mono/DC,CD16 Mono,7.920017387,1.071352199
Mono/DC,CD14 Mono,6.67012706,5.66517897
B cell,Memory B,3.270580675,-10.59855442
Mono/DC,CD14 Mono,5.868575241,4.500530914
T cell,CD4 Naive,-4.752561901,3.302391246
Progenitor cells,HSC,6.865935947,-1.918459222
Progenitor cells,LMPP,6.568096306,-0.873249635
B cell,Memory B,1.372663285,-11.46449165
Progenitor cells,Prog_RBC,5.788946296,-5.081588074
B cell,Memory B,2.661283876,-12.57948951
NK,NK,1.66474321,-4.048565194
Mono/DC,CD14 Mono,5.806377079,5.470230773
B cell,Naive B,3.094180013,-11.22517852
T cell,CD4 Naive,-7.532743786,5.164537624
Mono/DC,CD14 Mono,5.507319118,3.739432529
T cell,CD4 Memory,-3.812901114,3.676840499
Mono/DC,CD14 Mono,5.436085846,3.912274078
T cell,CD8 Naive,-6.22348151,-2.998372599
Mono/DC,CD14 Mono,5.771527912,2.659284547
T cell,CD4 Memory,-2.298642014,6.943083957
T cell,CD8 Memory_2,-4.125560139,-2.411878869
T cell,CD4 Memory,-3.462014292,3.693863109
T cell,CD4 Naive,-8.302636479,5.482021049
Mono/DC,CD16 Mono,8.014057304,2.383956149
T cell,Treg,-5.912700985,6.168812469
Mono/DC,CD14 Mono,6.152790691,3.195776895
T cell,CD4 Naive,-7.772004937,6.017570689
Mono/DC,CD14 Mono,7.212757732,6.459224895
Mono/DC,CD14 Mono,7.442486431,5.447992519
T cell,CD8 Naive,-6.837598656,-6.21590881
B cell,Plasmablast,3.027240659,-9.795340344
T cell,CD4 Memory,-1.937740658,6.957670406
B cell,Naive B,4.276126529,-11.99010925
Progenitor cells,Prog_B 1,6.622398044,-1.845156118
Progenitor cells,Prog_RBC,6.599426891,-4.52589874
B cell,Naive B,0.744076337,-9.53819637
T cell,Treg,-6.101884697,6.170848087
T cell,CD4 Memory,-3.682924603,6.357639507
Mono/DC,CD14 Mono,7.314673092,4.648086265
T cell,CD8 Naive,-7.240544651,-4.724546715
T cell,CD4 Memory,-3.867225502,6.285432533
Mono/DC,CD14 Mono,5.816118385,5.570197299
Progenitor cells,HSC,6.723460819,-2.582581803
NK,NK,1.13755777,-5.237261101
Mono/DC,CD14 Mono,7.208582069,2.469434932
T cell,CD4 Naive,-8.599772786,6.302023128
T cell,CD8 Memory_2,-3.99376664,-2.656406686
B cell,Memory B,0.129377726,-10.2046936
Mono/DC,CD14 Mono,5.066748764,5.016653255
T cell,CD4 Naive,-8.00271735,6.013406947
NK,NK,0.858970846,-5.394916341
T cell,CD4 Memory,-3.941609238,5.404051498
Mono/DC,CD14 Mono,7.337179329,5.85491629
T cell,MAIT,-4.670956467,-0.110815972
Mono/DC,CD14 Mono,6.048668529,6.049614146
Progenitor cells,Prog_B 2,1.055668379,-9.746771619
B cell,Memory B,3.208847906,-10.81161289
T cell,gdT,-3.249331568,-1.289993152
T cell,CD4 Memory,-4.389348839,5.223369315
T cell,CD8 Naive,-1.480789278,-1.161299571
Progenitor cells,Prog_RBC,6.795796539,-3.935112521
T cell,CD4 Memory,-3.610952471,6.759912685
B cell,Memory B,1.84949186,-8.823648259
Mono/DC,CD14 Mono,7.515067722,6.892069057
Progenitor cells,GMP,6.945182945,1.128316477
T cell,CD4 Memory,-4.084341381,5.059519008
T cell,CD8 Memory_1,-4.232670163,-2.551813409
B cell,Memory B,1.277005698,-10.73408775
Mono/DC,CD14 Mono,6.193357612,4.191380218
B cell,Naive B,3.247157241,-12.1049221
Mono/DC,CD14 Mono,5.234735634,0.690263465
NK,NK,1.302918817,-5.431168839
Mono/DC,CD14 Mono,3.503929998,3.691465572
T cell,CD4 Naive,-7.119937752,6.001023963
T cell,CD8 Naive,-7.208294247,-4.289943501
NK,NK,1.141563679,-5.184907243
T cell,CD4 Naive,-8.392527912,4.869815067
B cell,Naive B,2.107193853,-10.94943599
B cell,Memory B,2.988429691,-12.3761404
Mono/DC,CD14 Mono,3.836223747,1.288712338
T cell,CD4 Naive,-8.275871609,6.33429642
Mono/DC,CD14 Mono,8.342777874,5.445806697
T cell,CD4 Naive,-7.187047337,6.202081874
Mono/DC,CD14 Mono,6.438299324,3.38452597
T cell,CD4 Naive,-7.302287911,6.187413886
T cell,CD8 Memory_2,-2.484836672,-2.645667121
T cell,CD8 Effector_2,-4.899260376,-3.461556718
Mono/DC,CD14 Mono,7.686529304,5.057341293
Mono/DC,CD14 Mono,7.278233196,4.948654846
T cell,CD4 Naive,-8.167016362,4.735637859
B cell,Naive B,3.05986705,-10.44586448
T cell,CD4 Naive,-5.812436436,5.04989548
Mono/DC,CD14 Mono,5.447241928,5.464239314
Mono/DC,CD14 Mono,6.274560596,3.992415145
Mono/DC,CD14 Mono,6.032312538,5.23878403
B cell,Naive B,3.77330723,-11.64964752
T cell,MAIT,-4.720687722,-0.233722426
Mono/DC,CD16 Mono,2.762092735,3.360750869
T cell,CD8 Naive,-7.308893536,-4.708543107
Mono/DC,CD14 Mono,6.648325111,4.743090823
T cell,gdT,-4.124054764,0.043886587
Progenitor cells,HSC,6.568992759,-2.886841819
T cell,CD4 Memory,-2.323471878,6.263687328
T cell,CD4 Memory,-2.927626465,6.945784763
T cell,CD4 Naive,-7.417927597,1.665631727
Mono/DC,CD14 Mono,7.329594757,5.478688911
Progenitor cells,LMPP,5.047800209,-0.397847198
B cell,Naive B,1.835696603,-8.764950558
B cell,Memory B,2.289593126,-12.20636444
T cell,CD8 Naive,-8.062010144,-3.951624676
T cell,CD8 Naive,-7.405426358,-6.536246106
T cell,CD8 Effector_2,-4.912891243,-3.465113684
B cell,Memory B,2.436785366,-12.33596687
B cell,Memory B,2.002577449,-10.66367416
T cell,CD4 Naive,-5.919113491,4.277563766
T cell,CD4 Naive,-8.282440518,5.745204166
B cell,Naive B,3.927604105,-11.69939403
T cell,Treg,-3.742708777,4.730904296
Mono/DC,CD14 Mono,6.97209468,1.633466676
T cell,CD4 Memory,-2.905608509,5.399940685
T cell,gdT,-4.198536251,-2.138268158
Mono/DC,CD14 Mono,6.863946106,4.616750911
T cell,CD4 Memory,-3.557331417,5.870485976
Progenitor cells,GMP,7.388122226,0.555132166
Progenitor cells,LMPP,6.642202522,-1.434486672
