celltype.l1,celltype.l2,UMAP1,UMAP2
T cell,CD4 Naive,4.237165119,3.655565472
B cell,Naive B,-1.711490605,-12.85719898
T cell,CD8 Naive,4.207238819,7.158832284
B cell,Naive B,-1.451229785,-12.06836346
Mono/DC,CD14 Mono,-8.784218166,3.22155449
T cell,CD4 Naive,5.522211697,3.589927169
Mono/DC,CD14 Mono,-6.443550442,3.363590213
Mono/DC,CD14 Mono,-6.93867955,1.622361632
B cell,Memory B,0.31477185,-11.99467972
T cell,CD4 Naive,4.898671295,3.3508949
Mono/DC,CD14 Mono,-6.51141486,3.663461181
Mono/DC,CD16 Mono,-7.950170849,8.291426392
Mono/DC,CD14 Mono,-7.283759926,0.938981744
T cell,CD4 Naive,4.867688801,4.220081063
T cell,CD4 Memory,7.88440242,1.676422807
T cell,CD4 Memory,6.621181633,-0.411069183
T cell,CD4 Naive,3.490762856,2.517021151
Mono/DC,CD14 Mono,-10.02142939,5.283162804
Progenitor cells,Prog_DC,-8.493126247,-5.549805431
Mono/DC,CD14 Mono,-7.050148819,3.287313672
B cell,Memory B,0.863207128,-11.32653358
T cell,CD4 Naive,5.922136929,3.7256417
T cell,CD4 Memory,7.377880242,2.871767016
Progenitor cells,Prog_RBC,-2.37729368,-3.344509629
Progenitor cells,HSC,-6.659720752,-5.686100749
T cell,CD4 Memory,3.158551123,1.275866004
T cell,CD4 Memory,6.114956524,3.812720986
B cell,Plasmablast,-2.608123396,-6.483571796
Mono/DC,CD14 Mono,-7.374590729,4.658480855
T cell,CD8 Memory_2,6.056643631,-2.608060149
B cell,Naive B,-1.853180263,-12.48071411
B cell,Naive B,-1.724856947,-11.26774433
T cell,CD8 Naive,2.42060652,2.978934737
T cell,CD8 Naive,3.071522858,6.768964024
B cell,Naive B,-1.510259602,-12.49904564
Mono/DC,CD14 Mono,-7.867149685,1.487490984
Progenitor cells,GMP,-7.456343982,-0.508584348
NK,NK,8.305785801,-6.149159221
NK,CD56 bright NK,8.708470013,-4.335459499
T cell,CD4 Memory,3.088884737,1.134792777
Mono/DC,CD14 Mono,-8.232502315,1.774378033
Mono/DC,CD14 Mono,-8.959007595,3.39127514
NK,NK,8.024609711,-6.53348854
T cell,CD4 Naive,6.86371341,3.26112959
T cell,CD4 Memory,7.20416465,0.060118071
B cell,Memory B,0.814600792,-11.76874378
T cell,CD4 Memory,7.708740856,1.414889069
Mono/DC,CD14 Mono,-7.598553989,3.847836705
Mono/DC,CD14 Mono,-7.214247082,1.740046473
Progenitor cells,GMP,-7.673594806,-2.288975743
Mono/DC,CD14 Mono,-8.947332714,5.066286298
Mono/DC,CD14 Mono,-10.05575499,3.884445878
Mono/DC,pDC,-10.19281993,-6.567615775
NK,NK,7.780273583,-6.631697444
T cell,CD4 Naive,4.058715965,3.171556207
T cell,CD4 Memory,7.411831524,1.098633858
T cell,CD4 Memory,6.960625794,1.516364904
T cell,CD8 Naive,4.381595757,6.08243868
Mono/DC,CD14 Mono,-9.671194408,6.299029561
T cell,CD4 Naive,6.241220143,3.893423529
T cell,CD8 Naive,4.628203537,6.892905446
B cell,Naive B,-1.246170376,-12.3214257
T cell,CD8 Naive,2.822682526,2.919131966
Mono/DC,CD14 Mono,-8.694608066,1.138068052
Mono/DC,cDC2,-12.429108,2.751025649
NK,NK,7.79588237,-5.877291469
B cell,Naive B,-1.813044164,-12.97343567
Mono/DC,CD14 Mono,-8.660371158,2.470566245
Mono/DC,CD14 Mono,-7.573624466,3.28008339
Progenitor cells,Prog_RBC,-2.495025013,-3.472263841
T cell,MAIT,7.388501312,-2.055969981
Mono/DC,CD14 Mono,-6.414313648,2.923655005
Mono/DC,CD14 Mono,-7.362515781,2.593817683
Mono/DC,CD14 Mono,-7.208041523,1.669779988
Mono/DC,cDC2,-12.44073901,2.798858138
Mono/DC,CD14 Mono,-8.162464474,4.274446221
Mono/DC,CD14 Mono,-7.90512595,2.574492188
Mono/DC,CD14 Mono,-9.690740917,4.009871217
Mono/DC,CD14 Mono,-7.177507732,3.190792294
T cell,CD8 Naive,3.478048708,5.888809415
T cell,CD4 Memory,7.35658374,0.766719552
T cell,CD4 Memory,6.544286396,-0.285410521
T cell,CD8 Naive,3.30430856,5.585520955
T cell,CD8 Memory_1,7.205738213,0.179430666
T cell,CD8 Naive,3.512088444,3.470601292
T cell,CD4 Naive,3.724079993,3.222791644
Mono/DC,CD14 Mono,-6.725552414,4.367469998
T cell,CD4 Naive,4.884510662,3.28342125
T cell,CD4 Memory,6.883182194,0.175288001
B cell,Naive B,-1.231309746,-11.26945904
T cell,CD8 Naive,2.146498945,2.288841935
T cell,CD8 Naive,4.27708688,4.954872342
B cell,Plasmablast,-3.367745016,-6.173701076
Progenitor cells,Prog_RBC,-3.055113647,-1.522686986
T cell,CD4 Naive,1.929906871,2.358568879
T cell,CD4 Memory,8.248966362,0.616362961
T cell,CD4 Memory,6.974962857,6.73E-05
T cell,CD4 Naive,2.274424221,1.804863067
B cell,Memory B,1.219161298,-11.6559098
Mono/DC,CD14 Mono,-8.896982525,3.162931176
Mono/DC,CD14 Mono,-8.611956928,1.724975558
T cell,CD8 Naive,2.374813225,3.816189977
B cell,Memory B,0.668628659,-10.70377376
T cell,CD4 Naive,5.385432865,4.601997586
T cell,CD4 Naive,3.57217541,1.752559276
T cell,CD4 Memory,6.722301628,3.643000098
Mono/DC,CD14 Mono,-7.69270787,3.37563345
Progenitor cells,Prog_RBC,-2.244483564,-1.630010633
T cell,CD4 Naive,5.168203499,4.332678529
Progenitor cells,Prog_RBC,-2.377408836,-1.566062717
T cell,CD4 Memory,5.876468804,0.532792004
Mono/DC,CD14 Mono,-10.69249663,5.759813042
Mono/DC,CD14 Mono,-8.119024608,4.80945036
Mono/DC,CD16 Mono,-8.033648823,8.911297532
T cell,CD4 Naive,6.111472275,4.481634351
T cell,CD4 Naive,4.753056195,3.520614596
NK,NK,8.274667885,-6.428532867
T cell,MAIT,7.208119061,-2.23600891
T cell,CD8 Naive,1.8771086,1.909659596
Progenitor cells,GMP,-7.714237545,-1.98781517
T cell,CD8 Naive,2.906351711,3.500870677
T cell,CD4 Memory,8.197173264,0.518904986
B cell,Naive B,-1.514930222,-11.23681953
Progenitor cells,Prog_RBC,-4.128675316,-3.642672328
Mono/DC,CD14 Mono,-8.773375843,4.697178574
Mono/DC,pDC,-10.00294719,-6.276182441
T cell,CD8 Effector_1,5.833458092,-5.281995563
Mono/DC,CD14 Mono,-8.046952579,0.6820955
Progenitor cells,LMPP,-7.144895408,-5.40090063
Mono/DC,CD14 Mono,-7.119788025,1.75220594
Mono/DC,CD14 Mono,-9.413000438,3.231757375
Mono/DC,CD14 Mono,-9.369722698,5.800360413
Mono/DC,CD14 Mono,-9.139282558,6.852229329
Mono/DC,CD14 Mono,-9.478421543,6.651899548
Mono/DC,CD14 Mono,-9.957648609,3.920731993
T cell,CD4 Naive,6.388531353,4.00218031
T cell,CD8 Effector_2,4.749882843,-3.106948165
NK,NK,7.686139252,-6.339565543
T cell,CD4 Memory,8.159864094,1.16533825
T cell,CD8 Naive,3.745971825,6.804154607
T cell,CD4 Memory,8.258695748,0.685193988
T cell,CD4 Naive,5.254164841,3.369828196
T cell,CD4 Naive,4.929315235,3.519424411
T cell,MAIT,6.255618717,-2.062202481
NK,NK,8.008660462,-5.073540954
T cell,CD4 Naive,2.482107308,1.568281384
T cell,CD4 Naive,5.017962124,3.877140017
T cell,CD8 Naive,4.775582936,5.840659352
B cell,Memory B,1.748900916,-11.17570236
T cell,CD4 Memory,7.828177597,2.556357594
NK,NK,8.263579991,-6.497202663
T cell,MAIT,5.866147663,-1.550206212
B cell,Memory B,0.013856288,-11.85693672
T cell,CD8 Naive,4.974777367,6.403812619
Progenitor cells,Prog_RBC,-2.246707294,-3.188034085
NK,NK,7.971077587,-6.458991317
Mono/DC,CD16 Mono,-8.065074299,8.771879884
B cell,Naive B,-1.688402627,-13.04352501
T cell,CD8 Memory_2,5.726863529,-4.076656608
NK,NK,8.770084049,-6.325897483
T cell,CD8 Memory_2,6.970364716,0.091227889
T cell,CD4 Naive,6.014134075,3.601255866
T cell,CD8 Naive,4.174084332,5.990953656
NK,NK,7.730364945,-6.437228946
T cell,CD4 Naive,3.085022595,1.972693773
T cell,Treg,3.276731398,1.651729437
B cell,Naive B,-1.85944042,-12.01882294
T cell,CD4 Naive,5.560648586,3.769411298
T cell,CD8 Memory_2,4.814673569,-3.265763072
T cell,CD8 Memory_1,5.972674992,-3.215811519
T cell,CD4 Memory,7.601087715,0.399249377
Progenitor cells,LMPP,-6.373884533,-5.386925487
T cell,CD4 Naive,3.725446846,3.271933051
B cell,Memory B,0.678865548,-12.37040451
T cell,CD4 Naive,5.81173053,3.173952075
T cell,CD8 Naive,3.878508236,7.334555836
Mono/DC,CD14 Mono,-8.050416324,2.215095254
T cell,CD8 Naive,3.27973428,6.387532922
T cell,CD4 Naive,4.903460648,4.954735966
T cell,CD8 Naive,4.513226654,5.825621815
Mono/DC,CD14 Mono,-9.511263225,4.32147667
Mono/DC,CD14 Mono,-10.19943557,4.570857259
T cell,CD4 Naive,3.807621624,2.729414912
Mono/DC,CD14 Mono,-9.908792827,5.420083733
NK,NK,8.671083119,-6.33769062
T cell,CD4 Naive,4.964839604,2.833568068
Mono/DC,CD14 Mono,-6.653299663,4.057804318
Progenitor cells,Prog_RBC,-5.106345985,-3.905261544
B cell,Memory B,1.194415476,-11.06235626
B cell,Memory B,-0.352044497,-10.32909706
T cell,gdT,7.413244393,-2.408715038
T cell,CD8 Naive,4.2845346,6.861893864
B cell,Naive B,-0.718239877,-12.8639901
B cell,Memory B,0.558065262,-11.50090053
B cell,Memory B,-0.227487598,-10.74286297
B cell,Memory B,1.4202266,-11.54248932
Mono/DC,CD14 Mono,-9.60642371,5.467549535
Mono/DC,CD14 Mono,-6.761922214,0.622548314
Mono/DC,cDC2,-11.90702567,2.850246878
T cell,CD4 Memory,6.43995681,1.9220427
T cell,CD4 Memory,7.041868832,1.429049345
T cell,CD4 Memory,4.716827538,0.958916934
Progenitor cells,LMPP,-7.464729164,-3.952380447
T cell,gdT,5.904178765,-1.759883312
T cell,CD4 Memory,8.483983662,1.12410936
NK,NK,8.07630172,-6.407835273
Mono/DC,CD14 Mono,-7.076542232,3.20235941
T cell,CD4 Memory,3.156789686,1.8652173
Mono/DC,CD14 Mono,-8.766143177,3.3859894
T cell,CD4 Memory,5.974311974,3.160956355
T cell,CD8 Naive,4.142575648,5.125733109
T cell,gdT,7.440732147,-3.712184695
T cell,CD8 Naive,4.359748032,6.867850514
T cell,CD8 Naive,4.359399941,5.509015294
Mono/DC,CD14 Mono,-9.645258281,3.127652379
T cell,CD8 Effector_2,5.099590447,-3.13129404
B cell,Naive B,-1.608450506,-12.70446613
T cell,CD4 Memory,7.794369843,0.295783924
T cell,CD8 Naive,4.136059668,7.092671605
T cell,CD4 Naive,5.626502182,5.030597421
T cell,CD4 Naive,5.690497544,4.087209912
B cell,Naive B,-1.501788829,-13.12623051
T cell,CD4 Memory,7.40896764,1.392023059
Mono/DC,CD14 Mono,-9.329332683,5.192241879
Progenitor cells,Prog_B 1,-6.059256885,-6.033489017
B cell,Naive B,-2.195043896,-12.16815021
T cell,CD8 Effector_1,5.443758156,-3.173858909
Mono/DC,CD14 Mono,-6.634626243,4.482784482
Progenitor cells,LMPP,-6.99400935,-4.81635311
Mono/DC,CD14 Mono,-9.662531231,3.624487611
T cell,gdT,7.722843315,-3.260543613
T cell,CD8 Effector_1,5.32581773,-2.86393073
T cell,gdT,7.585826065,-3.251610545
T cell,CD4 Naive,4.53305402,3.901700946
NK,NK,8.352277424,-6.95247486
T cell,CD4 Naive,5.228745606,5.08099577
Progenitor cells,HSC,-6.43825898,-6.125719337
T cell,CD4 Naive,2.891094591,1.88160071
Mono/DC,CD14 Mono,-6.294165466,2.904159995
T cell,CD8 Effector_2,5.121132519,-3.490529327
B cell,Plasmablast,-3.397499416,-6.157572059
T cell,CD4 Naive,5.115474369,3.555000993
Mono/DC,cDC2,-11.29971442,3.823504897
T cell,CD8 Naive,5.322685387,5.777260514
T cell,CD8 Naive,3.305038359,5.769136163
B cell,Memory B,0.354194391,-12.24568203
T cell,MAIT,7.230560925,-1.990290431
Mono/DC,CD14 Mono,-8.452107761,2.039673301
Mono/DC,CD16 Mono,-8.140014026,8.899480553
T cell,CD4 Memory,5.662609722,3.130750628
Mono/DC,cDC2,-11.98217616,3.163948746
B cell,Memory B,1.000898804,-11.23091057
B cell,Naive B,-1.730568979,-12.35887459
Mono/DC,cDC2,-11.54851756,4.348197671
T cell,CD8 Memory_1,6.725146916,0.008515192
T cell,CD8 Naive,4.972242501,7.006839009
Mono/DC,CD14 Mono,-7.696705196,1.217521401
T cell,gdT,6.864949848,-1.180198697
Mono/DC,CD14 Mono,-10.21535907,4.351913663
T cell,CD4 Naive,5.622653153,3.964272471
B cell,Memory B,0.77151465,-11.69395569
Mono/DC,CD14 Mono,-7.209658001,4.163896294
Mono/DC,CD14 Mono,-8.70819125,3.124254437
NK,NK,7.867478516,-7.053546695
T cell,CD4 Naive,4.026187565,2.870460006
Mono/DC,CD14 Mono,-7.81553397,3.880524131
Mono/DC,CD14 Mono,-7.501254413,1.392782303
T cell,CD8 Naive,6.946087029,-4.753321914
Mono/DC,cDC2,-12.20522437,2.961348983
Progenitor cells,GMP,-7.861809109,-0.827339915
T cell,CD8 Naive,4.999606278,6.219528886
T cell,CD4 Naive,6.300907757,4.585226746
T cell,CD4 Naive,2.861995842,2.162032815
T cell,CD4 Naive,6.233780052,5.025454255
T cell,CD4 Naive,5.154596951,4.560480328
T cell,CD8 Memory_2,5.241925862,-3.159575013
T cell,CD4 Naive,5.412019875,3.140757771
Progenitor cells,HSC,-6.152603481,-5.88710287
Mono/DC,CD14 Mono,-8.777871464,4.310027333
Mono/DC,pDC,-10.22141585,-6.460399894
T cell,CD8 Naive,2.663149264,5.231111737
T cell,CD4 Memory,7.443158772,0.98894939
T cell,CD4 Naive,6.769753601,3.612511845
T cell,CD4 Memory,6.37208524,2.108653994
T cell,CD4 Memory,7.480160858,2.052125784
T cell,CD4 Naive,3.590341952,2.087765666
T cell,CD8 Effector_1,5.401929524,-3.838524846
Mono/DC,cDC2,-11.98724017,2.919736834
T cell,CD4 Memory,7.050431874,1.898432227
Progenitor cells,Prog_RBC,-5.086184833,-4.096388606
Progenitor cells,Prog_DC,-11.31815371,1.57871935
T cell,CD4 Naive,3.377871659,1.976963015
Progenitor cells,LMPP,-7.263203476,-4.817476539
Mono/DC,pDC,-10.1386312,-6.454277305
B cell,Memory B,0.864733305,-12.47202328
T cell,CD8 Memory_2,5.24081197,6.41808817
Mono/DC,CD14 Mono,-9.408950184,4.90375063
B cell,Naive B,-1.093836162,-12.57919624
Mono/DC,CD14 Mono,-8.222328518,3.357136222
Progenitor cells,LMPP,-6.882555816,-5.454836635
T cell,CD8 Naive,3.704631474,6.937384816
T cell,CD8 Naive,4.325487282,6.637537213
Mono/DC,CD14 Mono,-7.508838508,1.464168998
Progenitor cells,HSC,-6.367041919,-5.225228099
Mono/DC,CD14 Mono,-7.898878429,3.484974833
B cell,Plasmablast,-2.813843582,-6.540324954
T cell,CD4 Naive,4.327549126,3.065383645
T cell,CD8 Naive,3.787032988,7.209952565
Mono/DC,CD14 Mono,-6.854732845,2.706525536
T cell,CD4 Naive,4.744814064,4.254550668
T cell,CD4 Naive,2.873285916,1.452133628
B cell,Naive B,-0.128674988,-11.83277347
Mono/DC,CD14 Mono,-7.729198787,5.52043459
Mono/DC,CD14 Mono,-9.159262989,1.143869134
Mono/DC,CD14 Mono,-8.289090488,4.367372723
Mono/DC,CD14 Mono,-7.611420963,4.834345551
T cell,CD4 Memory,7.688350823,1.031529339
T cell,CD4 Naive,6.221745159,4.619531842
Mono/DC,CD14 Mono,-9.19934592,2.155943843
T cell,CD4 Naive,4.678821232,3.178962441
B cell,Naive B,-1.534326408,-10.85365131
T cell,CD4 Naive,4.959915783,3.119191142
T cell,CD4 Naive,5.973025944,4.719875546
NK,NK,8.3738009,-6.966336517
T cell,CD8 Naive,4.895029213,6.123652669
T cell,CD4 Naive,5.974969055,5.13356659
B cell,Memory B,0.95212641,-12.18057754
Mono/DC,CD14 Mono,-9.647899006,2.470591517
Progenitor cells,GMP,-8.516030643,-0.546986965
Mono/DC,CD14 Mono,-6.397723053,3.113445493
T cell,CD8 Naive,4.444604542,4.801155301
T cell,CD8 Memory_2,6.117436077,-5.516890792
T cell,CD4 Naive,6.093957093,4.789374085
T cell,CD8 Memory_2,6.24425235,-2.638035802
T cell,CD8 Memory_1,6.206638958,-1.727235583
NK,NK,7.963514473,-6.856838016
T cell,CD4 Memory,6.911789086,2.529365273
Mono/DC,cDC2,-12.08938441,2.958987208
T cell,CD4 Naive,2.928726818,1.940897914
T cell,CD8 Naive,4.012445118,5.959624978
T cell,CD8 Naive,2.137513783,3.02709076
T cell,CD8 Naive,4.105679657,7.282884332
Mono/DC,CD14 Mono,-9.32603297,4.102825852
T cell,CD4 Naive,5.321461346,3.386579486
NK,CD56 bright NK,7.987218048,-4.773819713
Mono/DC,CD14 Mono,-7.676184032,2.726721021
Mono/DC,CD14 Mono,-8.35087714,3.142620536
B cell,Memory B,0.591979649,-12.42437294
T cell,CD4 Naive,4.629149582,4.308212014
B cell,Naive B,-1.075409267,-12.72431019
B cell,Naive B,-1.820849989,-11.53336265
T cell,CD4 Naive,6.063564446,4.90763733
Mono/DC,CD14 Mono,-6.445386741,4.11975071
NK,NK,8.005912449,-4.985000877
T cell,CD8 Naive,4.202377226,6.857716771
B cell,Memory B,0.314363837,-12.21260002
T cell,CD4 Naive,2.471002724,1.683855863
T cell,CD4 Naive,4.223529007,2.988296004
T cell,CD8 Naive,4.560434487,6.904898854
Progenitor cells,HSC,-6.619926307,-5.940276889
NK,NK,8.440625813,-5.721300868
Mono/DC,CD14 Mono,-10.03018126,3.557687493
Mono/DC,CD14 Mono,-9.408330295,5.185433121
T cell,CD8 Naive,3.193392184,6.763220998
Mono/DC,CD14 Mono,-8.748012874,4.372303696
NK,NK,8.256657746,-5.81307867
B cell,Memory B,1.441565897,-11.0516856
Mono/DC,CD14 Mono,-10.23340831,5.346486302
T cell,CD4 Naive,2.481486227,1.821073623
Progenitor cells,Prog_RBC,-4.302974556,-3.734534291
Mono/DC,CD14 Mono,-7.651907776,1.692067118
T cell,CD4 Naive,3.691159155,3.905321809
NK,NK,8.33423486,-6.691670207
T cell,CD4 Naive,5.786422875,3.987687798
Mono/DC,cDC2,-11.7813066,3.185967179
NK,NK,8.906826641,-6.07765129
T cell,CD8 Naive,4.596586373,5.785359116
T cell,CD8 Naive,3.756772186,6.764043065
T cell,CD4 Memory,6.952741291,1.677955838
B cell,Naive B,-1.392258857,-11.90884426
T cell,CD4 Naive,5.561309006,3.086245747
T cell,CD4 Naive,3.795863297,2.895588132
Mono/DC,CD14 Mono,-9.255652759,4.63408825
T cell,CD4 Memory,7.140809681,0.943670722
NK,NK,8.50145879,-5.645047931
T cell,CD8 Effector_1,5.940250065,-5.014418868
Mono/DC,CD14 Mono,-7.940300319,0.692879411
T cell,CD4 Naive,3.935868885,2.102688046
T cell,CD8 Naive,2.900220778,3.596761437
T cell,CD4 Naive,5.948305752,3.035036774
T cell,CD8 Memory_2,5.955368187,-4.245380191
NK,NK,8.054042008,-6.783952502
Mono/DC,cDC2,-12.13367591,3.384666653
Mono/DC,CD14 Mono,-6.755325649,2.746135445
Progenitor cells,HSC,-6.742374275,-5.740154056
T cell,CD4 Memory,7.558945324,2.382063123
T cell,CD8 Memory_2,5.668428089,5.180433961
NK,NK,7.659797814,-6.728399066
B cell,Memory B,-0.464282546,-11.70367363
T cell,CD8 Naive,2.164804604,3.445048304
B cell,Naive B,-1.789510582,-12.57698753
Mono/DC,CD14 Mono,-8.686554287,1.344587298
T cell,CD4 Naive,4.669424679,3.911562892
T cell,CD4 Memory,4.473856594,0.70682493
T cell,CD4 Naive,5.296338227,4.76198885
T cell,CD8 Naive,3.499061014,5.943620892
Mono/DC,CD14 Mono,-9.183288906,5.214713307
Mono/DC,CD14 Mono,-7.271241997,2.849465581
T cell,CD8 Naive,4.79450145,6.300370904
B cell,Memory B,-0.204528038,-11.42061832
T cell,CD4 Naive,6.699606564,3.94139907
T cell,CD4 Memory,7.939583924,1.203746649
Progenitor cells,Prog_RBC,-4.397535179,-3.703705815
T cell,CD8 Naive,3.705041077,7.143446656
T cell,CD4 Memory,6.115619805,2.963464948
Mono/DC,pDC,-10.22273097,-6.530592231
Progenitor cells,Prog_RBC,-2.057648275,-2.127604274
Progenitor cells,Prog_RBC,-2.767826174,-1.382095961
T cell,CD4 Memory,6.100534584,0.843582364
Mono/DC,CD14 Mono,-7.843659733,5.122555943
T cell,MAIT,7.661943581,-2.120600967
Progenitor cells,Prog_RBC,-4.46689019,-4.032402305
T cell,MAIT,5.945046093,-1.542136697
T cell,CD8 Effector_1,7.540305283,-6.254790096
B cell,Naive B,-1.796645258,-12.21496704
Progenitor cells,Prog_RBC,-5.431307647,-4.072908191
T cell,CD8 Naive,3.876171496,6.937146874
T cell,CD4 Memory,6.737524178,0.527213337
Mono/DC,CD14 Mono,-8.759518955,4.042163821
T cell,CD8 Naive,4.353712704,6.648841592
Mono/DC,CD14 Mono,-6.679939125,1.966050955
B cell,Memory B,1.40132859,-11.27614811
T cell,CD4 Memory,6.413256314,2.807550879
T cell,CD8 Naive,3.549840119,5.599995824
T cell,CD8 Naive,3.999608185,7.466511937
T cell,CD4 Naive,6.315343048,5.176250668
Progenitor cells,Prog_B 2,-5.688160274,-8.272219924
Mono/DC,CD14 Mono,-7.105511997,3.577869387
Progenitor cells,GMP,-7.610118721,-2.11732748
T cell,CD4 Naive,5.812994148,3.745856257
T cell,CD4 Naive,3.546511318,1.616663786
Mono/DC,CD14 Mono,-6.362893436,3.133384677
T cell,CD8 Naive,3.877420094,6.187638493
Mono/DC,cDC2,-12.33449492,2.638983937
T cell,CD8 Naive,3.776128914,4.391006203
T cell,CD4 Naive,3.971706059,3.188205691
Mono/DC,CD14 Mono,-9.149033878,7.340306016
T cell,CD4 Memory,7.416517403,1.921646686
T cell,CD4 Naive,6.979989197,3.768919679
B cell,Naive B,-1.064515445,-12.88568619
NK,NK,7.65388694,-3.855225591
Mono/DC,CD16 Mono,-7.740610454,8.528681489
Progenitor cells,Prog_DC,-9.037564609,-5.994671134
Mono/DC,CD14 Mono,-7.676100109,4.044427605
Mono/DC,CD14 Mono,-7.510798309,3.221546622
Mono/DC,CD14 Mono,-9.793785427,4.674155923
T cell,CD8 Naive,2.847912457,6.403281422
Mono/DC,CD14 Mono,-8.408729885,0.69864157
T cell,CD4 Memory,7.603568222,0.03618465
NK,NK,8.350053456,-6.325705795
T cell,gdT,7.640112545,-2.922287969
T cell,CD8 Memory_2,5.083064701,-2.022967128
T cell,CD4 Memory,6.305278446,1.483369084
Mono/DC,CD14 Mono,-8.333016727,6.665411683
T cell,Treg,5.165960934,4.586836549
T cell,CD4 Memory,6.701726582,-0.105532301
Progenitor cells,GMP,-7.583298061,-2.245886592
Progenitor cells,LMPP,-7.506788585,-3.583812026
Progenitor cells,HSC,-6.745651577,-5.685097007
B cell,Naive B,-1.359322284,-12.88086441
T cell,CD4 Naive,5.352461483,3.157787057
Mono/DC,CD14 Mono,-6.800954674,0.935537132
T cell,CD8 Naive,3.863948967,5.915933343
Mono/DC,CD14 Mono,-7.642630432,4.732061597
T cell,CD8 Naive,2.054248717,3.917544337
T cell,CD4 Naive,3.293162253,2.60958335
Mono/DC,CD14 Mono,-7.883448932,1.758747907
T cell,CD4 Memory,6.645271923,2.258203002
T cell,CD8 Naive,6.256900456,4.508481713
B cell,Naive B,-1.294911239,-12.71740654
T cell,gdT,7.404524948,-2.54569128
Mono/DC,CD14 Mono,-9.208545063,4.637121411
Mono/DC,CD14 Mono,-9.858842228,3.657085152
Mono/DC,CD14 Mono,-7.034995888,2.997087212
Progenitor cells,Prog_RBC,-3.549045894,-3.830401925
T cell,CD4 Naive,4.278754379,2.715232106
B cell,Memory B,-0.180904571,-12.14673641
T cell,CD8 Naive,3.78639641,6.284833642
Mono/DC,CD14 Mono,-9.124992702,3.699494334
T cell,CD8 Naive,4.301910069,6.402338715
Mono/DC,CD14 Mono,-7.470310543,4.853186818
Progenitor cells,GMP,-8.339305256,-1.040190844
Mono/DC,CD16 Mono,-8.210900638,8.786408158
Mono/DC,CD14 Mono,-8.129854534,1.814482065
